# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = hierarchical_v5_model
# start_datetime = 2021-11-19 20:54:37 UTC
# method = sample (Default)
#   sample
#     num_samples = 4000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/nc/dhtws2m1317bwzbsxq9n3_gc0000gn/T/tmp9myfn_9w/d5xeld7y.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/leevi/repos/bda-project/inference/hierarchical_v5-202111192254-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha_mu,alpha_sigma,beta_mu.1,beta_mu.2,beta_mu.3,beta_mu.4,beta_mu.5,beta_mu.6,beta_mu.7,beta_mu.8,beta_mu.9,beta_mu.10,beta_mu.11,beta_mu.12,beta_mu.13,beta_mu.14,beta_sigma.1,beta_sigma.2,beta_sigma.3,beta_sigma.4,beta_sigma.5,beta_sigma.6,beta_sigma.7,beta_sigma.8,beta_sigma.9,beta_sigma.10,beta_sigma.11,beta_sigma.12,beta_sigma.13,beta_sigma.14,alpha.1,alpha.2,alpha.3,alpha.4,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.1.8,beta.2.8,beta.3.8,beta.4.8,beta.1.9,beta.2.9,beta.3.9,beta.4.9,beta.1.10,beta.2.10,beta.3.10,beta.4.10,beta.1.11,beta.2.11,beta.3.11,beta.4.11,beta.1.12,beta.2.12,beta.3.12,beta.4.12,beta.1.13,beta.2.13,beta.3.13,beta.4.13,beta.1.14,beta.2.14,beta.3.14,beta.4.14
-274.368,0.978878,0.0330885,7,127,0,318.433,-1.75043,0.793065,0.0993411,0.0317071,-0.225294,0.0941794,0.854177,1.18336,0.623438,0.573953,-1.12223,-0.287917,-1.65135,-0.326458,2.2786,0.812682,0.172602,0.136842,0.220493,0.0206058,0.362344,0.240461,1.08285,0.461215,0.593847,0.889594,0.857378,0.229369,0.118792,0.65219,-0.970726,-3.00314,-1.997,-2.23015,-0.0251577,0.206568,0.257059,-0.0454838,0.0356472,0.0862051,0.109693,0.0120642,-0.435632,-0.00462852,-0.496811,-0.178867,0.0731702,0.0993498,0.0791318,0.0470219,0.312502,1.09962,0.652325,0.530002,1.38259,1.16634,1.33562,1.43492,1.57125,1.46037,0.107658,0.569171,1.27241,-0.0216514,1.15404,0.626745,-0.938631,-0.756683,-0.499353,-0.989417,-1.59194,-0.146769,-0.269922,0.402188,-0.371122,0.0634188,-1.71202,-1.73476,-0.33561,-0.138081,-0.389921,-0.506305,2.17999,2.15342,2.23981,2.37244,0.984419,0.740381,1.40763,0.386949
-282.492,0.993158,0.0330885,7,255,0,324.72,-1.96297,0.572847,0.216248,0.0750663,-0.224738,-0.0703331,0.116158,1.16382,0.930532,0.335636,-0.60786,0.211265,0.901489,-0.462788,1.97305,0.772897,0.0818693,0.0693142,0.542269,0.0380657,0.402324,2.46038,0.37563,1.9032,0.733195,0.832944,1.7565,0.0506851,0.15166,0.602659,-1.80441,-2.99158,-2.51188,-2.30331,0.170083,0.284157,0.095225,0.150871,0.0918687,0.137182,0.0291345,0.0246587,-0.66355,-0.328518,-0.662023,-0.0338754,-0.0639272,-0.0950163,-0.0995119,-0.123903,0.456234,0.532215,0.522885,-0.153554,1.85284,1.94673,1.24351,1.30688,1.26839,1.48196,0.446878,0.785592,1.34511,-0.0488264,0.92481,1.14745,-0.184515,-1.31692,-0.683302,-0.0436717,-0.836975,-1.32511,0.422265,0.661869,0.268091,0.554788,-0.897662,-1.75903,-0.456202,-0.500673,-0.377612,-0.319351,2.06889,1.95979,1.90381,2.12607,0.588323,0.59073,-0.34639,0.520224
-277.158,1,0.0330885,7,127,0,318.19,-1.65014,0.409345,0.0131159,0.0159597,-0.328073,-0.319173,0.32733,1.01171,1.06931,0.581855,-0.16473,-0.220408,-0.29514,-0.734473,1.86044,1.06283,0.900405,0.0333108,0.531468,0.030008,0.14298,1.68976,0.378858,0.93133,0.171573,0.819889,0.655187,1.25707,0.153464,0.336469,-1.5635,-1.98081,-1.42569,-1.9505,-0.170536,0.954992,0.658728,-0.442236,0.0405545,-0.015465,-0.00631711,0.0287735,-0.378862,-0.0774698,-0.151118,-1.12883,-0.317964,-0.326085,-0.296802,-0.355535,0.347535,0.236427,0.433961,0.188625,1.42915,1.62339,1.18138,2.34267,1.12291,1.38354,0.448869,1.13628,0.874915,0.360987,0.191671,-1.32577,-0.025962,-0.138063,-0.321367,0.0663497,-0.0279932,-0.587457,0.283634,0.233314,0.172968,-0.284523,-1.60489,-1.58816,-0.373838,-2.02895,-1.4174,-0.33269,1.92774,1.77169,1.91317,1.65706,0.89076,0.611215,1.43336,0.0912226
-283.707,0.904832,0.0330885,7,127,0,327.107,-0.801215,1.01724,0.148161,0.181141,-0.479625,-0.213465,0.615902,2.12192,-0.208438,-0.505388,-0.900301,-0.81029,-0.0679335,-0.556636,1.81988,0.350634,0.0806832,0.0306723,0.692687,0.128821,0.709221,1.16977,1.28926,1.15842,0.0605868,0.444192,1.39572,0.190439,0.11198,0.456031,-0.878268,-2.10721,-1.97702,-1.27878,0.184307,0.115651,0.0691432,0.258785,0.145252,0.18362,0.184534,0.132932,-0.660888,-0.088606,-0.352528,-0.367952,0.0743763,-0.100083,-0.260897,-0.30007,0.388845,0.930525,0.41163,0.279426,1.62112,1.70214,1.68817,1.46324,2.15713,-0.68694,0.537925,-0.160576,1.32089,0.741838,0.920475,-0.78215,-0.950032,-0.921767,-0.82231,-0.892839,-1.32925,-0.922757,-0.89394,-1.16945,-0.288924,0.158223,-2.47292,-3.27753,-0.552695,-0.896107,-0.816794,-0.30612,1.79887,1.99262,1.64503,1.6087,0.840617,0.423425,0.5397,0.0604042
-283.582,0.926539,0.0330885,7,127,0,323.372,-1.54981,0.716428,0.323785,0.317781,-0.243807,0.0467397,0.617034,1.65542,0.516595,-1.01791,-1.11935,-0.832342,-1.62096,-0.787036,1.75214,0.580281,0.177969,0.0588143,0.179467,0.336176,0.135296,0.706558,0.503815,1.34457,0.0426984,0.155113,1.81301,0.754329,0.991912,0.407956,-0.699863,-1.52409,-1.7465,-1.79376,0.143684,0.20812,0.458348,0.417504,0.283113,0.364967,0.284878,0.223483,-0.521819,-0.218034,-0.479957,-0.570233,0.152952,-0.193957,-0.0114597,0.0603366,0.361312,0.694418,0.476933,0.436163,1.64962,1.59088,2.1514,2.00886,0.650165,1.4659,-0.116166,-0.0549283,0.991843,1.22958,0.514383,0.125912,-1.06844,-1.12312,-1.15549,-1.06084,-0.972254,-0.939359,-0.838677,-1.05021,-0.337354,0.589,-1.50715,-3.12254,-0.504374,-1.35274,-0.811306,-1.12824,1.94354,1.65906,2.04456,1.70462,0.478847,0.733016,0.839774,0.687377
-303.937,0.708021,0.0330885,7,127,0,337.787,-1.34993,0.4451,0.235483,0.111775,-0.556839,0.381405,0.0672938,1.65761,0.114882,1.4027,-0.727918,-0.891023,-0.0937837,-1.30496,1.89462,0.351559,0.493053,0.795747,0.500421,0.240374,0.499579,0.173658,1.16766,0.615896,0.842086,0.682245,1.21729,1.47586,0.372078,0.628535,-1.50136,-1.51376,-1.36089,-1.2597,0.0446664,0.662195,0.340656,-0.113046,0.0530213,0.150205,0.107106,0.466446,-0.850262,0.0342295,-0.421675,-0.163243,0.240718,0.013773,-0.254082,0.0893722,0.628388,0.0375556,0.238576,-0.00514344,1.4678,1.41778,1.76527,1.97839,2.27624,-1.05025,0.607543,0.658051,1.28705,0.630036,1.10592,-0.625328,-0.133592,-1.6614,-1.22018,-0.56232,-0.799651,-0.271929,-0.418409,-1.51152,0.708474,-0.248,-1.67293,-2.08845,-0.739315,-1.71493,-1.13796,0.115618,2.24916,2.19164,1.59907,1.57254,0.431354,0.878277,0.594703,-0.433639
-290.814,0.995186,0.0330885,7,255,0,354.08,-0.612841,0.263159,0.236166,0.369336,-0.605259,-0.256009,0.582373,1.83772,1.52052,1.00403,-0.213918,-0.703079,-0.70167,-2.02724,0.134299,-0.738749,0.170861,1.8393,0.178132,0.424552,0.0458998,0.748115,0.869683,0.276958,1.15752,1.94188,0.163783,0.388555,0.462205,0.667509,-0.480236,-0.613307,-0.521044,-0.846755,0.131838,0.463278,0.179917,0.165737,-0.0119427,0.890258,0.012738,-0.429918,-0.260427,-0.315001,-0.409696,-0.774938,-0.0622681,-0.404258,-0.399488,-0.724668,0.522603,0.622808,0.511402,0.583679,2.8058,2.0378,1.05621,1.76899,1.72874,2.94298,0.778758,1.02982,0.762279,0.801397,0.571374,0.9463,-0.332409,-1.88372,-0.263987,0.182736,-1.25996,-1.9656,0.619196,0.989664,-0.725769,-0.718365,-0.933939,-0.743096,-2.02113,-2.40708,-1.95852,-1.93685,0.692514,0.321178,0.493728,0.280913,-0.115639,-1.39335,-1.14115,-0.528216
-292.178,0.994378,0.0330885,7,127,0,332.661,-1.38879,0.09918,0.307313,0.227202,-0.323494,-0.1638,0.503121,1.16233,0.231436,0.257884,-0.170443,-0.229305,-0.479454,-1.2749,0.742598,-0.963514,1.00572,0.168982,0.42041,0.239005,0.0505771,0.194049,1.28097,1.40314,0.477803,0.66589,1.08837,0.184084,0.543532,1.27638,-1.28093,-1.26311,-1.43439,-1.36351,0.0626027,0.991617,-0.0512067,-0.103123,0.151211,0.0824782,0.25377,0.372191,-0.677675,0.0274627,-0.475322,-0.974291,-0.0299617,0.00953546,-0.258517,0.0266912,0.515638,0.538687,0.551201,0.490672,1.49862,1.43342,1.5607,1.8707,1.00818,-0.999509,0.0727555,0.463099,1.53608,-0.503616,0.253415,-0.948983,0.564357,-0.810207,-0.895127,0.204429,0.309591,0.580215,0.42546,-0.347785,1.78106,0.0404923,-1.35065,-1.58048,-1.55407,-1.44591,-1.54657,-1.22436,0.835088,0.606633,1.59991,1.0036,-0.186344,0.488499,-0.373276,-2.31583
-289.915,0.898192,0.0330885,7,127,0,333.666,-0.847056,0.259205,0.261966,0.197629,-0.44176,-0.467693,0.445372,1.95522,0.411004,0.400346,-0.32824,-0.817812,0.103504,-1.34351,1.68421,0.25204,0.800334,0.0842772,0.367602,0.74376,0.0286262,1.25579,1.27119,0.441955,0.835822,0.975469,0.975246,0.931564,0.295754,0.125063,-0.710817,-0.739834,-0.789037,-0.871026,-0.0157511,0.717596,0.59104,-0.347005,0.11392,0.309019,0.0534541,0.0726134,-0.569532,0.345878,-0.604827,-0.771123,-0.00820313,-0.572498,-0.395039,-0.63845,0.432624,0.448706,0.445407,0.461531,1.92293,0.569316,0.359075,0.997648,1.35375,1.55248,0.616059,-0.0413279,0.580698,0.959301,0.751363,0.0716145,-0.737336,-2.2541,-0.181993,-0.0775859,-0.529642,-0.420318,0.158188,0.275522,0.593972,-0.260288,-0.747346,-0.913384,-0.943882,-1.94704,-2.01246,-0.630487,1.85645,1.51074,1.43671,1.74022,0.38926,0.399807,0.0838859,-0.222189
-288.363,0.753922,0.0330885,6,67,0,341.264,-1.15416,0.416698,0.560756,0.0625082,-0.250403,-0.26879,0.457015,1.30635,0.680671,0.154503,-1.18004,-0.834989,-0.623403,-1.62217,1.24518,-0.441021,0.57338,0.162217,0.600597,0.304315,0.0167761,0.937565,0.903306,0.53698,0.965893,1.47243,1.24256,0.628304,0.669025,0.392896,-1.08342,-1.01963,-1.18953,-1.5037,0.136285,0.922503,0.21927,-0.39753,0.197101,0.00860605,0.0564766,0.329822,-0.675994,0.427461,-0.748572,-0.599032,0.109532,-0.495963,-0.20259,-1.00492,0.442256,0.47127,0.471032,0.446839,1.61491,0.466624,0.884011,1.34403,1.91472,1.62708,0.60071,0.280709,0.855044,0.643291,0.493073,0.295989,-0.0372726,-1.3591,0.37998,-0.157226,-0.53879,0.282613,0.559307,0.208882,0.195228,0.091708,-0.443419,-0.16139,-0.871584,-1.74812,-2.21711,-1.3558,1.88855,1.39333,0.441533,1.54867,-0.538814,-0.552371,-0.182387,-0.194436
-286.112,0.986862,0.0330885,6,127,0,328.196,-0.911117,0.669524,0.79885,0.157857,-0.426786,0.367335,0.442419,0.605097,0.907411,0.604467,-0.892135,-0.639492,0.539877,-0.918912,1.61991,-0.195996,0.964901,0.105045,0.604226,1.06375,0.0219032,0.521945,0.77502,0.410767,0.837947,0.757388,1.1482,0.497759,0.481028,0.682174,-1.23168,-0.973593,-1.14413,-1.03862,-0.0280314,0.538483,0.137846,-0.194266,0.0994826,0.297469,0.262432,0.0875841,-0.6141,0.402147,-0.388617,-0.740745,0.277135,-0.18005,-0.219919,-0.306123,0.467106,0.449771,0.422807,0.427853,1.92623,0.650954,0.490994,1.47716,2.00678,1.12452,1.10725,0.550494,1.20472,-0.0268531,0.11352,0.322816,-0.0901725,-0.898408,-0.428086,-0.0646231,-0.369844,-0.449616,0.310809,-0.470637,0.974725,-0.147169,-0.289863,-2.45359,-1.35354,-1.73502,-1.31565,-1.00522,1.24717,1.42517,1.49449,2.31079,0.377664,-0.0884521,-0.774308,-0.667745
-283.22,0.788322,0.0330885,7,127,0,329.266,-1.47838,0.0689611,-0.130304,0.334431,-0.615464,-0.24979,0.470967,0.91201,1.50681,0.534609,-0.328651,-0.321339,-1.29065,-1.27115,1.03814,-0.907392,0.755448,0.211403,0.347324,0.151755,0.0320614,0.350181,0.404496,1.06811,0.639208,0.448688,1.03755,0.641278,0.263854,0.960469,-1.30927,-1.56123,-1.40955,-1.36574,0.187344,0.420966,0.31486,-0.0584902,0.057835,0.296832,0.0923085,0.408819,-0.482693,-0.007251,-0.400576,-0.827383,0.0708154,-0.126053,-0.333922,-0.00776018,0.481802,0.47232,0.481247,0.446409,1.71297,0.802229,0.917118,1.40892,1.83788,1.29662,0.908697,1.25227,1.02552,0.984889,1.59439,-0.0513096,0.426069,-0.348721,-0.204215,-0.275408,-0.892802,0.296148,0.07142,0.442177,0.785367,-0.56135,-1.35366,-0.475185,-0.733937,-1.64015,-1.47787,-0.95658,1.21718,0.775302,1.16343,1.15009,-0.682195,-0.637234,0.108636,-0.600659
-295.497,0.99393,0.0330885,7,127,0,330.515,-0.236035,0.980896,-0.179246,-0.0697197,-0.260248,0.205327,0.376803,0.849072,0.226321,1.00349,-0.567631,-0.492957,0.668531,-2.34367,0.383062,-0.379485,0.442253,0.268277,0.16304,0.592515,0.0418094,0.234248,0.776686,0.869548,1.06091,0.756671,1.27682,0.439799,0.852976,0.64975,0.434006,-0.489071,-0.156414,-0.417091,-0.0214459,-0.0375003,0.263173,0.337624,-0.0582155,0.0860918,-0.0712037,-0.492509,-0.528583,-0.172578,-0.359247,-0.374384,0.0368063,-0.373214,-0.409094,-0.799811,0.402311,0.400232,0.425175,0.365241,1.18378,0.887636,0.933898,1.37538,1.54627,1.03677,0.543743,1.36666,1.22377,1.19029,0.0732791,1.70183,-0.644234,-1.26486,-0.895863,-0.96181,-1.29366,-0.714569,-0.508269,-0.0264056,0.839141,1.23593,-0.809771,-2.26751,-2.23532,-2.82452,-2.36023,-1.3371,0.324313,0.0219631,0.82745,1.12639,-0.888782,-0.358128,0.00141578,0.0383478
-288.477,0.994377,0.0330885,8,383,0,330.061,-0.236744,0.583837,0.297053,0.560828,-0.291898,-0.0388581,0.555334,1.89844,1.23258,0.622794,-0.715054,0.199013,0.594287,-2.85631,-0.521343,-1.80103,0.296451,0.325844,0.343482,0.364344,0.0280146,0.124895,0.56961,0.669742,1.89352,1.03234,2.38883,0.596052,0.236877,1.11475,-0.485513,-0.875086,-0.754335,-0.607479,0.156917,0.647717,0.31538,0.196272,0.159279,0.424492,0.159812,0.266866,-0.507548,-0.113076,-0.345667,-0.319535,-0.17153,0.0435336,-0.262098,-0.539351,0.575016,0.527459,0.530365,0.568674,1.99414,1.81135,1.86538,2.1123,1.19746,0.506306,0.450472,1.02031,1.03193,1.18554,0.0765526,0.262747,1.04301,-0.067685,0.286863,-0.409435,1.04365,-0.270689,0.265866,-0.408296,1.81767,1.75496,-0.922984,-1.14371,-2.91193,-3.62655,-3.88463,-2.69531,-0.676568,-0.618711,-0.217482,0.0567368,-1.24285,-1.70656,-1.70928,-2.94031
