# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = hierarchical_v5_model
# start_datetime = 2021-11-19 20:54:37 UTC
# method = sample (Default)
#   sample
#     num_samples = 4000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/nc/dhtws2m1317bwzbsxq9n3_gc0000gn/T/tmp9myfn_9w/d5xeld7y.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/leevi/repos/bda-project/inference/hierarchical_v5-202111192254-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha_mu,alpha_sigma,beta_mu.1,beta_mu.2,beta_mu.3,beta_mu.4,beta_mu.5,beta_mu.6,beta_mu.7,beta_mu.8,beta_mu.9,beta_mu.10,beta_mu.11,beta_mu.12,beta_mu.13,beta_mu.14,beta_sigma.1,beta_sigma.2,beta_sigma.3,beta_sigma.4,beta_sigma.5,beta_sigma.6,beta_sigma.7,beta_sigma.8,beta_sigma.9,beta_sigma.10,beta_sigma.11,beta_sigma.12,beta_sigma.13,beta_sigma.14,alpha.1,alpha.2,alpha.3,alpha.4,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.1.6,beta.2.6,beta.3.6,beta.4.6,beta.1.7,beta.2.7,beta.3.7,beta.4.7,beta.1.8,beta.2.8,beta.3.8,beta.4.8,beta.1.9,beta.2.9,beta.3.9,beta.4.9,beta.1.10,beta.2.10,beta.3.10,beta.4.10,beta.1.11,beta.2.11,beta.3.11,beta.4.11,beta.1.12,beta.2.12,beta.3.12,beta.4.12,beta.1.13,beta.2.13,beta.3.13,beta.4.13,beta.1.14,beta.2.14,beta.3.14,beta.4.14
-281.89,0.99982,0.0101992,8,255,0,317.654,-0.830159,0.881366,-0.0769514,0.149114,-0.282064,-0.375164,0.565001,0.425753,0.869714,-0.0403428,-0.642858,-0.675842,-0.857087,-1.48692,1.48848,-0.137587,0.210175,0.366622,0.0651359,0.216965,0.207686,1.02735,0.625768,0.484144,0.514501,0.319506,0.818294,0.747586,0.190956,0.589372,-0.627089,-0.776729,-1.2762,-1.7464,0.0249091,0.171281,0.168886,-0.133331,-0.213591,0.677228,0.109057,0.441426,-0.271797,-0.208739,-0.308791,-0.300742,-0.340575,-0.441837,-0.425237,-0.117119,0.617481,0.652323,0.847995,0.417592,1.09731,1.12742,1.02715,2.14715,1.44551,0.309254,0.584398,0.793383,1.25689,0.688986,-0.231175,0.187442,-0.470017,-1.01368,-1.07813,-0.559931,-1.0108,-0.622223,-0.243956,-0.488348,0.187617,0.211626,-0.950561,-1.99368,-0.911014,-1.86819,-1.24218,-1.2245,1.32404,1.25561,1.69521,1.7966,0.128788,0.135981,-0.481226,-0.0546247
-291.043,0.99775,0.0101992,9,511,0,331.213,-0.749114,0.467535,0.129984,0.254859,-0.576846,-0.278186,0.474244,0.537774,0.969304,1.12938,0.00721186,0.24059,-0.355943,-1.05369,1.4692,0.349066,0.109218,0.37849,0.1687,0.475984,0.327358,0.309309,0.540783,1.2453,0.437791,1.04186,1.18737,0.978838,0.184613,0.071151,-0.759971,-1.22751,-0.63215,-0.0533927,0.208837,0.129431,0.160609,-0.133482,-0.0920428,0.796942,0.25934,0.714156,-0.570594,-0.38446,-0.541544,-0.687456,0.0844987,-0.277251,-0.346825,-0.37018,0.633216,0.926506,0.422716,0.463666,1.18499,0.137028,0.821029,-0.0540137,2.08921,1.67407,0.684775,1.04571,1.01311,-0.956064,0.827463,0.150382,-0.065735,-0.410548,-0.340834,-0.729311,-0.91161,-0.706155,-0.446208,0.669127,0.188095,0.389297,-2.0008,-1.47188,-0.965628,-0.839637,-1.23331,-0.586619,1.56054,1.3459,1.48707,1.60358,0.348929,0.450708,0.214291,0.260333
-296.164,0.999184,0.0101992,9,511,0,339.62,-1.25415,0.189898,-0.0254934,-0.0567983,-0.135118,-0.272995,0.353711,1.24214,1.84056,-0.110896,-0.543635,-1.07396,-1.2645,-1.07748,1.42855,-0.422289,0.406212,0.0775144,0.196408,0.189726,0.293747,1.39371,0.82207,1.04693,1.15813,0.5769,1.09898,1.27258,1.0122,0.178085,-1.36079,-1.20814,-1.16903,-1.39077,0.0531527,0.52654,0.124838,-0.302058,0.127178,0.14027,-0.0620515,-0.174109,-0.345262,0.144713,-0.154417,-0.0940469,-0.239133,-0.179201,-0.256801,-0.372127,0.54001,0.634562,0.86162,0.337246,1.7144,1.75828,0.966292,2.83118,1.59847,0.0950895,0.785548,1.06074,1.31964,1.07953,1.0129,0.83357,0.235326,-2.22031,-0.911975,-1.45146,-0.834438,-1.22057,0.0378106,-1.20916,0.230621,-0.544394,-1.7243,-2.86392,-0.668918,-1.22342,-0.262058,-0.956505,1.01651,2.31328,1.71619,1.78402,-0.175036,-0.379098,-0.305861,-0.553278
-293.781,0.998959,0.0101992,9,1023,0,342.354,-1.17871,0.136503,-0.0414077,0.0173014,-0.086338,-0.295493,0.411382,1.34257,1.87731,0.00523354,-0.854924,-0.955009,-1.49248,-1.74072,1.17077,-0.414973,0.461157,0.130527,0.176948,0.111615,0.515174,1.19883,1.13179,1.32146,0.99433,0.448157,0.961028,0.946408,1.05938,0.21546,-1.20181,-1.03187,-1.33678,-1.03527,0.0559573,0.495652,0.186253,-0.227287,-0.0225631,0.0217672,-0.139031,-0.0984862,-0.372935,-0.00606339,-0.0987936,-0.306058,-0.264889,-0.0424011,-0.373947,-0.239334,0.534288,0.681495,0.859906,0.178627,1.85252,1.47568,0.931339,2.95976,1.39495,0.490647,0.797786,0.893122,1.13177,0.56448,0.979167,0.703131,0.290061,-2.45833,-1.22017,-1.62424,-0.825473,-1.27832,-0.215774,-0.966948,0.433315,-0.696702,-1.947,-3.55256,-0.730817,-1.4478,-0.473829,-0.918025,0.962383,2.31671,1.83487,1.55022,-0.650749,-0.38192,-0.192026,-0.601246
-300.395,0.998742,0.0101992,9,511,0,336.895,-0.294151,0.864786,0.491322,0.514703,-0.703981,-0.244206,0.22813,1.16143,1.48405,0.775047,-0.92617,-1.43914,-0.519276,-0.172714,1.30037,0.465249,0.368374,0.24392,0.25853,0.39718,0.331016,0.597054,1.46955,1.25776,1.23511,0.120231,0.674759,1.37676,0.726168,0.792282,0.047475,-0.602892,-1.4049,-0.421893,0.129721,0.405238,0.56789,-0.180613,0.217592,0.503818,0.174399,0.32788,-0.819038,-0.288747,-0.64705,-0.806984,0.451738,-0.190835,-0.217137,-0.451652,0.525416,0.557065,-0.207176,0.27927,1.73898,1.12659,1.50965,0.711455,2.16096,0.555982,0.255033,0.739036,1.10712,0.846191,1.26394,0.448371,-1.29944,-1.28104,-1.25996,-0.699143,-1.11712,-1.5164,-1.36773,-1.51569,-0.110057,0.585891,-1.989,-1.01563,-1.50077,-1.72695,-1.60741,-0.433389,1.35606,1.00009,1.5923,1.43753,0.902197,1.24736,1.12008,-0.56015
-288.376,0.999008,0.0101992,8,255,0,340.739,-0.85084,0.3501,0.0969344,0.0991843,-0.461543,0.0194284,0.635433,1.43515,0.679347,0.734895,-1.11062,-1.08635,-0.288359,-1.11922,1.66111,0.130917,0.209502,0.348557,0.0782532,0.57819,0.531995,0.342454,0.432401,0.36467,0.285917,0.786655,2.18256,0.349638,0.357349,0.592528,-0.792591,-1.09214,-0.295189,-1.2409,0.332516,0.291069,0.503458,0.0971491,0.302678,0.63926,0.0982861,-0.0162505,-0.480738,-0.525685,-0.489178,-0.514618,0.276556,-0.645472,0.153392,-0.0900836,0.494145,0.642981,0.484255,0.165927,1.97695,1.04779,1.0832,1.19131,2.0193,0.99444,0.528235,0.87848,1.36225,1.10153,0.706868,1.2374,-0.871137,-1.16706,-1.05596,-0.837438,-1.49015,-1.22427,-0.712504,-0.863721,0.327255,-0.573867,-1.81173,-2.96781,-0.949393,-1.27099,-1.27126,-0.364627,1.34908,1.18096,1.09226,1.72422,-0.244111,-0.145967,-0.0704823,1.04749
-283.865,0.999235,0.0101992,8,255,0,342.837,-0.721586,0.427705,0.244649,0.0694295,-0.565105,-0.0157385,0.603314,1.41949,0.757339,1.17402,-0.810483,-0.651123,-0.593612,-0.820827,1.64804,0.064295,0.389929,0.153758,0.109878,1.08103,0.287615,0.660892,0.713421,0.235144,0.140249,0.991878,1.5118,0.212104,0.470807,0.853924,-0.906606,-0.966948,-0.956313,-1.05429,0.25534,0.523403,0.427422,0.352401,0.319596,0.289246,0.157486,0.041266,-0.620776,-0.417567,-0.448235,-0.572017,0.167387,-0.850768,0.146984,0.0194133,0.563011,0.378384,0.51152,0.31053,2.10345,1.1967,0.664096,1.6398,1.89584,1.02988,0.439798,0.790754,1.37077,1.01294,0.626103,1.09181,-0.800893,-1.07208,-0.975334,-0.737401,-1.24355,-0.418199,-0.722734,-1.11021,0.212855,-0.413272,-1.90634,-2.677,-0.939685,-1.01814,-1.0516,-0.678051,1.31511,1.26778,1.37309,1.93893,-0.566258,-0.65433,0.443538,0.864838
-276.126,0.998232,0.0101992,8,511,0,316.279,-1.67053,0.140005,0.0519828,0.0797621,-0.476506,-0.407749,0.712967,1.3939,1.09829,0.202703,-0.129799,0.0687513,-0.166941,-1.11453,1.0118,0.54939,0.108519,0.356058,0.0436567,0.421931,0.260561,0.540365,0.321741,0.32561,0.521315,0.49581,1.25889,0.102413,0.184243,1.39931,-1.49766,-1.72534,-1.81759,-1.68033,0.133394,-0.00727579,0.00212263,-0.014929,-0.0989017,0.486067,0.263655,0.581756,-0.543111,-0.533589,-0.480007,-0.500937,0.0455936,0.0901582,-0.76083,-0.351068,0.543427,0.622729,0.567303,0.59746,1.53627,0.930736,1.60694,1.81197,1.30707,1.08756,0.826935,1.19266,0.552431,-0.0902646,0.452317,-0.309936,0.515478,-0.774148,-0.6991,0.45988,-0.203359,-0.204607,0.287226,-0.349949,1.4774,1.77763,-1.2754,-1.35635,-1.17539,-1.30289,-1.08811,-1.21445,1.46855,1.2138,1.04363,1.41363,0.720817,-0.0111658,-1.15133,-0.444521
-277.9,0.991137,0.0101992,8,511,0,320.206,-0.911787,0.487493,0.32161,-0.0737138,-0.324189,-0.0810955,0.242746,1.01598,1.51889,0.834776,0.345466,0.231555,0.208486,-2.29174,0.329564,-1.58357,0.134189,0.103851,0.395271,0.316432,0.225537,0.558564,0.0415294,0.495249,0.44322,0.494895,1.26154,0.0599392,0.477392,0.891026,-0.391722,-1.16554,-1.27623,-0.353306,0.140493,0.291002,0.533732,0.323743,0.125375,0.0667114,-0.0244171,-0.0581452,-0.576279,0.29087,-0.463219,-0.974361,0.20666,-0.579966,-0.148272,-0.109333,0.452048,-0.0518422,0.373038,0.383694,1.82455,0.633143,1.08166,0.927517,1.49524,1.43967,1.58653,1.54382,1.17218,0.934168,0.125506,0.456688,0.374281,-0.573914,-0.339872,0.403129,-0.477551,0.0982557,-0.0627725,0.502704,1.28195,0.192301,-1.53305,-0.315932,-2.31416,-2.24471,-2.31715,-2.39135,0.169098,1.016,0.883961,-0.0263697,-1.99277,-0.874218,0.378252,-2.51384
-285.492,0.999541,0.0101992,9,1023,0,320.445,-1.5331,0.797599,0.0726977,0.430413,-0.740163,-0.324879,0.662772,1.80552,0.667067,0.810733,-0.358272,-0.524623,-0.398444,-0.735561,1.88145,1.18254,0.158036,0.278553,0.792454,0.761176,0.518194,0.414133,0.394007,0.382175,0.803736,0.378816,1.06762,0.0573498,0.96563,1.26501,-1.59704,-2.41828,-3.13327,-1.3323,-0.220071,0.233591,0.213941,0.0820726,0.0915142,0.489958,0.0479337,0.273609,-0.43103,-0.226445,-0.54987,-1.01028,-0.22383,-0.373585,-0.266685,-0.587645,0.572499,0.780217,0.657664,0.331112,2.15047,1.04038,2.01137,1.47872,1.38442,0.716336,0.302515,0.495201,0.856246,0.456853,0.947949,0.355693,-0.0600043,-0.223931,-0.320847,0.0259269,-0.305465,-0.521753,0.223863,-0.246253,0.9257,0.527371,-1.21581,-1.05687,-0.781347,-0.673136,-0.750738,-0.664919,1.57208,1.55017,2.20417,1.5303,-0.427638,1.8386,1.11326,0.302195
-282.544,0.999523,0.0101992,8,255,0,324.691,-1.67887,0.90259,-0.0525324,0.15813,-0.465576,-0.141106,0.0638457,1.55175,0.815074,0.22814,-0.145338,-0.504403,-0.293457,-1.05165,0.898302,-0.0564142,0.327848,0.231012,0.0585805,0.0860416,0.248941,0.275918,0.512385,0.75317,0.503508,0.198214,1.20643,0.0700799,1.30086,0.935555,-0.514247,-2.61888,-1.15908,-1.62082,0.179632,0.227842,0.114252,-0.323571,0.126804,0.510581,0.171455,0.130215,-0.586513,-0.576624,-0.485529,-0.326802,-0.185048,-0.061253,-0.0125053,-0.225722,0.548724,0.181354,0.369357,0.219799,1.28716,1.6472,0.99949,1.76168,1.66053,0.517486,1.32165,1.03727,0.646433,-0.181782,0.600615,0.332773,-0.496593,-0.35571,-1.01718,-0.3812,-0.483732,-0.47991,-0.0296233,-0.361222,0.25883,0.812496,-1.14837,-1.65511,-0.979939,-1.11413,-1.07601,-0.998438,1.55078,2.10512,1.53568,1.64081,1.17742,-1.14384,-0.696432,-0.409004
-275.31,0.998099,0.0101992,9,511,0,313.679,-1.37683,0.530373,0.248585,0.249925,-0.607694,-0.485761,0.96835,1.33,1.27592,0.6283,-0.457561,-0.481754,0.216768,-1.16932,1.53002,-0.101737,0.310513,0.0733714,0.239669,0.506424,0.881712,0.428871,0.769464,0.265638,0.58959,0.28407,1.11359,0.0287523,0.153448,0.759041,-0.729982,-1.27599,-1.14849,-1.01593,-0.0489345,0.180823,0.381097,0.313338,0.30321,0.306495,0.288245,0.38586,-0.662664,-0.355254,-0.733303,-0.520799,0.0334838,-0.543272,-0.741482,-0.340713,0.725246,1.44424,0.662669,-0.134057,1.82809,0.610917,1.61074,0.925776,1.58065,1.79997,-0.468787,1.05734,0.756679,0.498346,0.232855,0.705703,-0.338608,-1.26119,-0.590341,-0.01943,-0.491659,-1.13237,-0.352593,-0.835569,0.937394,0.463462,-0.95981,-1.81128,-1.17638,-1.19584,-1.1565,-1.128,1.29768,1.42952,1.50485,1.56878,-0.437362,0.975779,0.638601,-0.0405832
-280.09,0.98967,0.0101992,9,511,0,321.774,-1.63307,0.656078,0.317403,-0.0819055,-0.202742,0.0488367,0.0384235,1.75522,0.986768,1.00734,0.186086,-0.117695,-0.160159,-1.53571,1.45823,-0.612978,0.964446,0.0315255,0.123959,0.10919,0.546041,0.306883,0.711954,0.140228,0.342574,0.45471,1.33619,0.0147183,0.443319,0.258561,-0.876776,-2.89753,-1.98538,-2.10113,-0.0375768,0.506842,0.218021,-0.828967,-0.0124697,-0.0599749,-0.0318853,-0.0414259,-0.223831,-0.103091,-0.155599,-0.243234,0.232237,-0.022494,-0.158348,0.0910775,0.318896,-0.221999,0.346087,0.213507,1.86018,2.02773,1.37528,1.97113,1.77488,0.528329,1.36494,1.27585,1.02323,0.655718,1.07166,1.1888,0.0710152,-0.402361,-0.706897,0.00325661,-0.071732,0.294875,1.02621,0.292501,0.587759,0.914448,-0.873379,-1.52515,-1.55679,-1.56597,-1.51906,-1.52024,0.680422,1.91529,1.6539,1.30519,-0.680194,-0.243523,-0.253511,-0.622529
-272.801,0.996339,0.0101992,8,511,0,314.546,-1.74919,1.05094,-0.106609,0.0748248,-0.342718,-0.254706,0.228448,1.5922,1.15251,1.01759,-0.716141,-0.031693,-0.570701,-1.65773,0.706671,0.0478447,0.376026,0.132926,0.0274763,0.0904649,0.111037,0.175715,0.46248,0.37221,1.0562,1.2886,1.55193,0.0513856,0.386702,0.286158,-1.04808,-2.73471,-2.17562,-0.816257,0.108973,0.944267,0.342019,-0.145018,-0.0157901,-0.00306002,0.0349747,0.00544568,-0.343881,-0.382609,-0.348278,-0.364587,-0.356625,-0.188174,-0.10109,-0.391159,0.379468,0.318011,0.195603,0.0537039,1.87589,1.63626,1.91469,1.48261,1.67902,0.650244,0.865993,1.4458,1.17416,1.60317,0.853862,0.667202,-0.140508,-0.153328,0.245544,-1.04888,-0.549204,-0.266953,0.0359171,-0.341623,0.705002,1.35665,-0.950705,-1.44496,-1.6519,-1.70058,-1.64122,-1.61412,1.14403,0.489164,0.640371,0.937944,0.283849,0.299972,-0.219706,-0.555316
